trial_id,looming_start_frame,looming_start_time,bhvr1,bhvr2,bhvr3,bhvr4,bhvr5
G2M5D5T7,41989,"7, 0:34:57.977342",,,,,
G2M5D5T8,46089,"8, 0:38:23.013833",,,,,
G2M6D1T1,12337,"1, 0:10:14.392068",,,,,
G2M6D1T2,14555,"2, 0:12:05.251648",,,,,
G2M6D1T3,20017,"3, 0:16:38.398206",,,,,
G2M6D1T4,26258,"4, 0:21:50.381548",,,,,
G2M6D1T5,30239,"5, 0:25:09.419150",,,,,
G2M6D1T6,35592,"6, 0:29:37.091253",,,,,
G2M6D1T7,39927,"7, 0:33:13.797581",,,,,
G2M6D2T1,13302,"1, 0:11:02.715567",,,,,
G2M6D2T2,23210,"2, 0:19:18.110102",,,,,
G2M6D2T3,26423,"3, 0:21:58.751741",,,,,
G2M6D2T4,31077,"4, 0:25:51.448928",,,,,
G2M6D2T5,36563,"5, 0:30:25.742285",,,,,
G2M6D3T1,14292,"1, 0:11:53.847061",,,,,
G2M6D3T2,17955,"2, 0:14:57.013584",,,,,
G2M6D3T3,20895,"3, 0:17:23.983816",,,,,
G2M6D3T4,26752,"4, 0:22:16.857672",,,,,
G2M6D3T5,29753,"5, 0:24:46.904567",,,,,
G2M6D3T6,34979,"6, 0:29:08.181349",,,,,
G2M6D3T7,37130,"7, 0:30:55.714156",,,,,
G2M6D3T8,44347,"8, 0:36:56.560104",,,,,
G2M6D3T9,46892,"9, 0:39:03.815081",,,,,
G2M6D4T1,17134,"1, 0:14:14.668920",,,,,
G2M6D4T2,20002,"2, 0:16:38.051534",,,,,
G2M6D4T3,26942,"3, 0:22:25.054540",,,,,
G2M6D4T4,35284,"4, 0:29:22.132909",,,,,
G2M6D4T5,37022,"5, 0:30:49.035913",,,,,
G2M6D4T6,39157,"6, 0:32:35.777349",,,,,
G2M6D5T1,12321,"1, 0:10:14.818666",,,,,
G2M6D5T2,17656,"2, 0:14:41.539133",,,,,
G3M10D1T1,12624,"1, 0:10:29.932731",,,,,
G3M10D1T2,16359,"2, 0:13:36.665859",,,,,
G3M10D1T3,19279,"3, 0:16:02.651399",,,,,
G3M10D1T4,21876,"4, 0:18:12.518638",,,,,
G3M10D1T5,24899,"5, 0:20:43.668748",,,,,
G3M10D1T6,27611,"6, 0:22:59.260508",,,,,
G3M10D1T7,33564,"7, 0:27:56.894820",,,,,
G3M10D1T8,36353,"8, 0:30:16.332589",,,,,
G3M10D1T9,39898,"9, 0:33:13.566163",,,,,
G3M10D1T10,42975,"10, 0:35:47.431146",,,,,
G3M10D1T11,46946,"11, 0:39:05.957135",,,,,
G3M10D2T1,13540,"1, 0:11:13.828673",,,,,
G3M10D2T2,15574,"2, 0:12:55.485675",,,,,
G3M10D2T3,18920,"3, 0:15:42.780837",,,,,
G3M10D2T4,26873,"4, 0:22:20.399582",,,,,
G3M10D2T5,34920,"5, 0:29:02.789081",,,,,
G3M10D2T6,38590,"6, 0:32:06.250149",,,,,
G3M10D2T7,41698,"7, 0:34:41.660648",,,,,
G3M10D2T8,44054,"8, 0:36:39.478829",,,,,
G3M10D2T9,47096,"9, 0:39:11.539435",,,,,
G3M10D3T1,13168,"1, 0:10:56.618169",,,,,
G3M10D3T2,15149,"2, 0:12:35.657198",,,,,
G3M10D3T3,20139,"3, 0:16:45.154601",,,,,
G3M10D3T4,28325,"4, 0:23:34.401894",,,,,
G3M10D3T5,30928,"5, 0:25:44.554362",,,,,
G3M10D3T6,37814,"6, 0:31:28.835438",,,,,
G3M10D3T7,39214,"7, 0:32:38.823431",,,,,
G3M10D3T8,43533,"8, 0:36:14.777179",,,,,
G3M10D4T1,12167,"1, 0:10:07.288292",,,,,
G3M10D4T2,15634,"2, 0:13:00.630156",,,,,
G3M10D4T3,20612,"3, 0:17:09.515252",,,,,
G3M10D4T4,27073,"4, 0:22:32.580094",,,,,
G3M10D4T5,29350,"5, 0:24:26.408464",,,,,
G3M10D4T6,32093,"6, 0:26:43.540827",,,,,
G3M10D4T7,33716,"7, 0:28:04.699847",,,,,
G3M10D4T8,46521,"8, 0:38:44.912622",,,,,
G3M10D5T1,16776,"1, 0:13:56.887937",,,,,
G3M10D5T2,19158,"2, 0:15:55.962603",,,,,
G3M10D5T3,21429,"3, 0:17:49.534147",,,,,
G3M10D5T4,25455,"4, 0:21:10.835613",,,,,
G3M10D5T5,34403,"5, 0:28:38.199334",,,,,
G3M10D5T6,37565,"6, 0:31:16.264080",,,,,
G3M10D5T7,40181,"7, 0:33:27.085676",,,,,
G3M10D5T8,45599,"8, 0:37:57.955588",,,,,
G3M11D1T1,13662,"1, 0:11:00.900362",,,,,
G3M11D1T2,22374,"2, 0:18:16.507287",,,,,
G3M11D1T3,28043,"3, 0:22:59.890298",,,,,
G3M11D1T4,33980,"4, 0:27:56.753213",,,,,
G3M11D1T5,37905,"5, 0:31:13.004065",,,,,
G3M11D1T6,42906,"6, 0:35:23.019882",,,,,
G3M11D1T7,45176,"7, 0:37:16.503104",,,,,
G3M11D2T1,16257,"1, 0:13:30.557940",,,,,
G3M11D2T2,35562,"2, 0:29:35.765022",,,,,
G3M11D3T1,14345,"1, 0:11:46.312090",,,,,
G3M11D3T2,19876,"2, 0:16:22.861998",,,,,
G3M11D3T3,31906,"3, 0:26:24.378935",,,,,
G3M11D3T4,41538,"4, 0:34:25.915752",,,,,
G3M11D3T5,43832,"5, 0:36:20.607520",,,,,
G3M11D4T1,13222,"1, 0:10:59.653626",,,,,
G3M11D4T2,23180,"2, 0:19:17.546266",,,,,
G3M11D4T3,25902,"3, 0:21:33.602038",,,,,
G3M11D4T4,45545,"4, 0:37:55.706609",,,,,
G3M11D5T1,14143,"1, 0:11:44.849130",,,,,
G3M11D5T2,16262,"2, 0:13:30.826674",,,,,
G3M11D5T3,19928,"3, 0:16:34.122968",,,,,
G3M11D5T4,24794,"4, 0:20:37.395409",,,,,
G3M11D5T5,35149,"5, 0:29:15.144541",,,,,
G3M11D5T6,47313,"6, 0:39:23.338909",,,,,
G3M1D1T1,12789,T00:10:39.450,,,,,
G3M1D1T2,15806,T00:13:10.300,,,,,
G3M1D1T3,27521,T00:22:56.050,,,,,
G3M1D1T4,29186,T00:24:19.300,,,,,
G3M1D1T5,32150,T00:26:47.500,,,,,
G3M1D1T6,35517,T00:29:35.850,,,,,
G3M1D1T7,38480,T00:32:04.050,,,,,
G3M1D1T8,40329,T00:33:36.450,,,,,
G3M1D1T9,42940,T00:35:47.000,,,,,
G3M1D1T10,44783,T00:37:19.150,,,,,
G3M1D2T1,12643,"1, 0:10:31.644285",,,,,
G3M1D2T2,15784,"2, 0:13:08.661340",,,,,
G3M1D2T3,18778,"3, 0:15:38.371046",,,,,
G3M1D2T4,21353,"4, 0:17:47.091694",,,,,
G3M1D2T5,23169,"5, 0:19:17.908326",,,,,
G3M1D2T6,25559,"6, 0:21:17.414510",,,,,
G3M1D2T7,27991,"7, 0:23:18.979405",,,,,
G3M1D2T8,30857,"8, 0:25:42.262247",,,,,
G3M1D2T9,32792,"9, 0:27:19.032877",,,,,
G3M1D2T10,35158,"10, 0:29:17.331064",,,,,
G3M1D2T11,41408,"11, 0:34:29.842290",,,,,
G3M1D2T12,43781,"12, 0:36:28.469703",,,,,
G3M1D2T13,46411,"13, 0:38:39.958770",,,,,
G3M1D3T1,12588,"1, 0:10:28.011593",,,,,
G3M1D3T2,14451,"2, 0:12:01.175419",,,,,
G3M1D3T3,16572,"3, 0:13:47.153712",,,,,
G3M1D3T4,18544,"4, 0:15:25.784550",,,,,
G3M1D3T5,20214,"5, 0:16:49.308841",,,,,
G3M1D3T6,22450,"6, 0:18:41.091840",,,,,
G3M1D3T7,27407,"7, 0:22:48.887590",,,,,
G3M1D3T8,36622,"8, 0:30:29.687650",,,,,
G3M1D3T9,40139,"9, 0:33:25.505950",,,,,
G3M1D3T10,43133,"10, 0:35:55.179682",,,,,
G3M1D3T11,45882,"11, 0:38:12.628698",,,,,
G3M1D4T1,13079,"1, 0:10:53.199269",,,,,
G3M1D4T2,15335,"2, 0:12:45.980603",,,,,
G3M1D4T3,22414,"3, 0:18:39.913682",,,,,
G3M1D4T4,25424,"4, 0:21:10.398135",,,,,
G3M1D4T5,29491,"5, 0:24:33.759749",,,,,
G3M1D4T6,31827,"6, 0:26:30.541892",,,,,
G3M1D4T7,44895,"7, 0:37:23.951661",,,,,
G3M1D5T1,12622,"1, 0:10:28.239829",,,,,
G3M1D5T2,16892,"2, 0:14:01.742281",,,,,
G3M1D5T3,19224,"3, 0:15:58.303013",,,,,
G3M1D5T4,20872,"4, 0:17:20.725968",,,,,
G3M1D5T5,23677,"5, 0:19:40.940334",,,,,
G3M1D5T6,25562,"6, 0:21:15.202812",,,,,
G3M1D5T7,28634,"7, 0:23:48.791268",,,,,
G3M1D5T8,31615,"8, 0:26:17.838983",,,,,
G3M1D5T9,33755,"9, 0:28:04.819011",,,,,
G3M1D5T10,35849,"10, 0:29:49.522770",,,,,
G3M1D5T11,37614,"11, 0:31:17.747182",,,,,
G3M1D5T12,40484,"12, 0:33:41.282174",,,,,
G3M1D5T13,42716,"13, 0:35:32.857304",,,,,
G3M2D1T1,12205,T00:10:10.250,,,,,
G3M2D1T2,15655,T00:13:02.750,,,,,
G3M2D1T3,18377,T00:15:18.900,,,,,
G3M2D1T4,29654,T00:24:42.700,,,,,
G3M2D1T5,33096,T00:27:34.800,,,,,
G3M2D1T6,36122,T00:30:06.100,,,,,
G3M2D2T1,13572,"1, 0:11:08.942988",,,,,
G3M2D2T2,21130,"2, 0:17:26.792189",,,,,
G3M2D2T3,24595,"3, 0:20:20.041497",,,,,
G3M2D2T4,31269,"4, 0:25:53.734599",,,,,
G3M2D2T5,38532,"5, 0:31:56.886861",,,,,
G3M2D3T1,13842,"1, 0:11:30.943005",,,,,
G3M2D3T2,16755,"2, 0:13:56.592683",,,,,
G3M2D3T3,23575,"3, 0:19:37.543710",,,,,
G3M2D3T4,35745,"4, 0:29:46.018251",,,,,
G3M2D4T1,13558,"1, 0:11:16.357813",,,,,
G3M2D4T2,15506,"2, 0:12:53.760470",,,,,
G3M2D4T3,27291,"3, 0:22:42.989112",,,,,
G3M2D4T4,31545,"4, 0:26:15.683590",,,,,
G3M2D4T5,40800,"5, 0:33:58.414147",,,,,
G3M2D5T1,12410,"1, 0:10:18.051733",,,,,
G3M2D5T2,15115,"2, 0:12:33.329707",,,,,
G3M2D5T3,19947,"3, 0:16:34.863893",,,,,
G3M2D5T4,23751,"4, 0:19:45.082127",,,,,
G3M2D5T5,28721,"5, 0:23:53.604140",,,,,
G3M2D5T6,36152,"6, 0:30:05.128337",,,,,
G3M2D5T7,38668,"7, 0:32:10.897779",,,,,
G3M2D5T8,40950,"8, 0:34:04.979594",,,,,
G3M2D5T9,47870,"9, 0:39:50.996687",,,,,
G3M3D1T1,12284,T00:10:13.615,,,,,
G3M3D1T2,18311,T00:15:14.678,,,,,
G3M3D1T3,20752,T00:17:16.611,,,,,
G3M3D1T4,23746,T00:19:46.169,,,,,
G3M3D1T5,28473,T00:23:44.042,,,,,
G3M3D1T6,30409,T00:25:19.001,,,,,
G3M3D1T7,35495,T00:29:33.059,,,,,
G3M3D1T8,37123,T00:30:54.382,,,,,
G3M3D1T9,45024,T00:37:29.055,,,,,
G3M3D2T1,13870,"1, 0:11:32.493138",,,,,
G3M3D2T2,24385,"2, 0:20:18.190942",,,,,
G3M3D3T1,12573,"1, 0:10:27.616068",,,,,
G3M3D3T2,14661,"2, 0:12:12.036975",,,,,
G3M3D3T3,17588,"3, 0:14:38.364772",,,,,
G3M3D3T4,21263,"4, 0:17:42.110635",,,,,
G3M3D3T5,30244,"5, 0:25:11.163910",,,,,
G3M3D3T6,36672,"6, 0:30:32.520201",,,,,
G3M3D3T7,38592,"7, 0:32:08.537798",,,,,
G3M3D3T8,47557,"8, 0:39:36.740080",,,,,
G3M3D4T1,14589,"1, 0:12:08.223894",,,,,
G3M3D4T2,18139,"2, 0:15:05.735040",,,,,
G3M3D4T3,20725,"3, 0:17:15.041463",,,,,
G3M3D4T4,23421,"4, 0:19:29.803511",,,,,
G3M3D4T5,25494,"5, 0:21:13.471871",,,,,
G3M3D4T6,30286,"6, 0:25:13.042909",,,,,
G3M3D4T7,33612,"7, 0:27:59.373377",,,,,
G3M3D4T8,35482,"8, 0:29:32.881943",,,,,
G3M3D4T9,46156,"9, 0:38:26.506274",,,,,
G3M3D5T1,13538,"1, 0:11:15.734155",,,,,
G3M3D5T2,19350,"2, 0:16:06.306555",,,,,
G3M3D5T3,21817,"3, 0:18:09.656653",,,,,
G3M3D5T4,26737,"4, 0:22:15.626114",,,,,
G3M3D5T5,28462,"5, 0:23:41.897886",,,,,
G3M3D5T6,31199,"6, 0:25:58.743079",,,,,
G3M3D5T7,37373,"7, 0:31:07.428161",,,,,
G3M3D5T8,39831,"8, 0:33:10.299180",,,,,
G3M4D1T1,13350,T00:11:08.167,,,,,
G3M4D1T2,20602,T00:17:11.180,,,,,
G3M4D1T3,25774,T00:21:29.988,,,,,
G3M4D1T4,29883,T00:24:55.644,,,,,
G3M4D2T1,12509,"1, 0:10:23.356549",,,,,
G3M4D2T2,14940,"2, 0:12:24.900404",,,,,
G3M4D2T3,19621,"3, 0:16:18.954355",,,,,
G3M4D3T1,21923,"1, 0:18:14.994579",,,,,
G3M4D3T2,34228,"2, 0:28:30.225001",,,,,
G3M4D4T1,19276,"1, 0:16:02.505951",,,,,
G3M4D5T1,15755,"1, 0:13:06.429515",,,,,
G3M4D5T2,18058,"2, 0:15:01.545108",,,,,
G3M4D5T3,20536,"3, 0:17:05.462924",,,,,
G3M4D5T4,23994,"4, 0:19:58.388896",,,,,
G3M4D5T5,26172,"5, 0:21:47.264180",,,,,
G3M4D5T6,32007,"6, 0:26:39.035684",,,,,
G3M4D5T7,35328,"7, 0:29:25.070531",,,,,
G3M4D5T8,43667,"8, 0:36:21.998268",,,,,
G3M4D5T9,45230,"9, 0:37:40.110110",,,,,
G3M4D5T10,46768,"10, 0:38:57.013119",,,,,
G3M5D1T1,12691,"1, 0:10:33.169135",,,,,
G3M5D1T2,14615,"2, 0:12:09.386496",,,,,
G3M5D1T3,16610,"3, 0:13:49.103645",,,,,
G3M5D1T4,18997,"4, 0:15:48.485903",,,,,
G3M5D1T5,23161,"5, 0:19:16.635712",,,,,
G3M5D1T6,26560,"6, 0:22:06.603384",,,,,
G3M5D1T7,31604,"7, 0:26:18.801775",,,,,
G3M5D1T8,42042,"8, 0:35:00.670332",,,,,
G3M5D1T9,45653,"9, 0:38:01.184933",,,,,
G3M5D2T1,12295,"1, 0:10:13.557893",,,,,
G3M5D2T2,25598,"2, 0:21:18.691000",,,,,
G3M5D3T1,12916,"1, 0:10:44.632108",,,,,
G3M5D3T2,14562,"2, 0:12:06.932693",,,,,
G3M5D3T3,21382,"3, 0:17:47.948234",,,,,
G3M5D4T1,14075,"1, 0:11:39.894514",,,,,
G3M5D4T2,17229,"2, 0:14:17.636365",,,,,
G3M5D4T3,18894,"3, 0:15:40.821387",,,,,
G3M5D4T4,23589,"4, 0:19:35.581853",,,,,
G3M5D4T5,29406,"5, 0:24:26.418735",,,,,
G3M5D4T6,32375,"6, 0:26:54.879324",,,,,
G3M5D4T7,40034,"7, 0:33:17.813851",,,,,
G3M5D5T1,12596,"1, 0:10:27.186246",,,,,
G3M5D5T2,17859,"2, 0:14:50.320204",,,,,
G3M5D5T3,20624,"3, 0:17:08.614855",,,,,
G3M5D5T4,22146,"4, 0:18:24.691178",,,,,
G3M5D5T5,25216,"5, 0:20:58.186385",,,,,
G3M5D5T6,27830,"6, 0:23:08.894215",,,,,
G3M5D5T7,31383,"7, 0:26:06.506303",,,,,
G3M5D5T8,33690,"8, 0:28:01.851797",,,,,
G3M5D5T9,36853,"9, 0:30:39.961856",,,,,
G3M5D5T10,39451,"10, 0:32:49.923405",,,,,
G3M5D5T11,41612,"11, 0:34:37.925812",,,,,
G3M6D1T1,12800,"1, 0:10:38.579307",,,,,
G3M6D1T2,14904,"2, 0:12:23.763591",,,,,
G3M6D1T3,20498,"3, 0:17:03.477812",,,,,
G3M6D1T4,22726,"4, 0:18:54.879915",,,,,
G3M6D1T5,27106,"5, 0:22:33.861858",,,,,
G3M6D1T6,29879,"6, 0:24:52.479128",,,,,
G3M6D1T7,36849,"7, 0:30:40.978972",,,,,
G3M6D1T8,39423,"8, 0:32:49.693901",,,,,
G3M6D1T9,42651,"9, 0:35:31.077765",,,,,
G3M6D2T1,17906,"1, 0:14:53.256409",,,,,
G3M6D2T2,20913,"2, 0:17:23.606084",,,,,
G3M6D2T3,24198,"3, 0:20:07.871986",,,,,
G3M6D2T4,27927,"4, 0:23:14.288121",,,,,
G3M6D3T1,12082,"1, 0:10:02.043192",,,,,
G3M6D3T2,17644,"2, 0:14:40.143207",,,,,
G3M6D3T3,19869,"3, 0:16:31.359791",,,,,
G3M6D3T4,25642,"4, 0:21:20.009420",,,,,
G3M6D3T5,29333,"5, 0:24:24.579184",,,,,
G3M6D3T6,40920,"6, 0:34:03.875328",,,,,
G3M6D3T7,42545,"7, 0:35:25.127648",,,,,
G3M6D3T8,44281,"8, 0:36:51.909034",,,,,
G3M6D3T9,46735,"9, 0:38:54.625367",,,,,
G3M6D4T1,20411,"1, 0:16:58.766356",,,,,
G3M6D4T2,23894,"2, 0:19:52.941984",,,,,
G3M6D5T1,12620,"1, 0:10:29.752516",,,,,
G3M6D5T2,14698,"2, 0:12:13.685858",,,,,
G3M6D5T3,16414,"3, 0:13:39.435842",,,,,
G3M6D5T4,19172,"4, 0:15:57.368097",,,,,
G3M6D5T5,27751,"5, 0:23:06.304601",,,,,
G3M6D5T6,35201,"6, 0:29:18.750432",,,,,
G3M6D5T7,37296,"7, 0:31:03.484496",,,,,
G3M6D5T8,39156,"8, 0:32:36.508040",,,,,
G3M6D5T9,41992,"9, 0:34:58.310241",,,,,
G3M6D5T10,47521,"10, 0:39:34.758063",,,,,
G3M7D1T1,12355,"1, 0:10:14.020829",,,,,
G3M7D1T2,14795,"2, 0:12:15.973356",,,,,
G3M7D1T3,18136,"3, 0:15:02.992047",,,,,
G3M7D1T4,21089,"4, 0:17:30.681245",,,,,
G3M7D1T5,23576,"5, 0:19:34.995348",,,,,
G3M7D1T6,26308,"6, 0:21:51.586345",,,,,
G3M7D1T7,30188,"7, 0:25:05.580978",,,,,
G3M7D1T8,32818,"8, 0:27:17.083149",,,,,
G3M7D1T9,35062,"9, 0:29:09.287478",,,,,
G3M7D1T10,37943,"10, 0:31:33.305691",,,,,
G3M7D1T11,40671,"11, 0:33:49.707382",,,,,
G3M7D1T12,44199,"12, 0:36:46.113000",,,,,
G3M7D1T13,46462,"13, 0:38:39.248626",,,,,
G3M7D2T1,12630,"1, 0:10:30.696786",,,,,
G3M7D2T2,16821,"2, 0:14:00.186232",,,,,
G3M7D2T3,19159,"3, 0:15:57.119683",,,,,
G3M7D2T4,25000,"4, 0:20:49.127907",,,,,
G3M7D2T5,28000,"5, 0:23:19.139048",,,,,
G3M7D2T6,30970,"6, 0:25:47.616486",,,,,
G3M7D2T7,33393,"7, 0:27:48.779435",,,,,
G3M7D2T8,41576,"8, 0:34:37.914319",,,,,
G3M7D2T9,45610,"9, 0:37:59.614814",,,,,
G3M7D3T1,14232,"1, 0:11:50.518449",,,,,
G3M7D3T2,16875,"2, 0:14:02.666849",,,,,
G3M7D3T3,20194,"3, 0:16:48.568389",,,,,
G3M7D3T4,22569,"4, 0:18:47.336723",,,,,
G3M7D3T5,28865,"5, 0:24:02.107569",,,,,
G3M7D3T6,34300,"6, 0:28:33.852907",,,,,
G3M7D3T7,39460,"7, 0:32:51.836833",,,,,
G3M7D4T1,12292,"1, 0:10:12.674964",,,,,
G3M7D4T2,14308,"2, 0:11:53.476279",,,,,
G3M7D4T3,16383,"3, 0:13:37.213318",,,,,
G3M7D4T4,19215,"4, 0:15:58.795648",,,,,
G3M7D4T5,21365,"5, 0:17:46.342854",,,,,
G3M7D4T6,24575,"6, 0:20:26.791770",,,,,
G3M7D4T7,29877,"7, 0:24:51.891004",,,,,
G3M7D4T8,32682,"8, 0:27:12.139445",,,,,
G3M7D4T9,37767,"9, 0:31:26.398326",,,,,
G3M7D4T10,39806,"10, 0:33:08.318948",,,,,
G3M7D4T11,44727,"11, 0:37:14.400819",,,,,
G3M7D4T12,47060,"12, 0:39:11.048653",,,,,
G3M7D5T1,15310,"1, 0:12:43.507207",,,,,
G3M7D5T2,18393,"2, 0:15:17.652237",,,,,
G3M7D5T3,22557,"3, 0:18:45.851315",,,,,
G3M7D5T4,25371,"4, 0:21:06.536507",,,,,
G3M7D5T5,28188,"5, 0:23:27.382483",,,,,
G3M7D5T6,30283,"6, 0:25:12.094368",,,,,
G3M7D5T7,32122,"7, 0:26:44.035197",,,,,
G3M7D5T8,34186,"8, 0:28:27.241917",,,,,
G3M7D5T9,37010,"9, 0:30:48.433590",,,,,
G3M7D5T10,39295,"10, 0:32:42.648775",,,,,
G3M7D5T11,45817,"11, 0:38:08.749426",,,,,
G3M8D1T1,14196,"1, 0:11:48.161701",,,,,
G3M8D1T2,16464,"2, 0:13:41.576177",,,,,
G3M8D1T3,19518,"3, 0:16:14.250320",,,,,
G3M8D1T4,21419,"4, 0:17:49.291800",,,,,
G3M8D1T5,24727,"5, 0:20:34.681133",,,,,
G3M8D1T6,26182,"6, 0:21:47.467324",,,,,
G3M8D1T7,30610,"7, 0:25:28.827124",,,,,
G3M8D1T8,33405,"8, 0:27:48.597835",,,,,
G3M8D1T9,35453,"9, 0:29:30.988282",,,,,
G3M8D1T10,37515,"10, 0:31:14.107721",,,,,
G3M8D1T11,45114,"11, 0:37:34.014992",,,,,
G3M8D2T1,12476,"1, 0:10:22.458122",,,,,
G3M8D2T2,14445,"2, 0:12:00.923428",,,,,
G3M8D2T3,16393,"3, 0:13:38.275195",,,,,
G3M8D2T4,28241,"4, 0:23:30.666826",,,,,
G3M8D2T5,30647,"5, 0:25:30.902871",,,,,
G3M8D2T6,47174,"6, 0:39:17.313404",,,,,
G3M8D3T1,16179,"1, 0:13:27.729930",,,,,
G3M8D3T2,19609,"2, 0:16:19.287447",,,,,
G3M8D3T3,23100,"3, 0:19:13.792373",,,,,
G3M8D3T4,26167,"4, 0:21:47.159700",,,,,
G3M8D3T5,28428,"5, 0:23:40.152999",,,,,
G3M8D3T6,34042,"6, 0:28:20.878846",,,,,
G3M8D3T7,36198,"7, 0:30:08.655265",,,,,
G3M8D3T8,38883,"8, 0:32:22.893103",,,,,
G3M8D3T9,43380,"9, 0:36:07.759510",,,,,
G3M8D3T10,46367,"10, 0:38:37.077823",,,,,
G3M8D4T1,12722,"1, 0:10:34.897900",,,,,
G3M8D4T2,14703,"2, 0:12:13.912284",,,,,
G3M8D4T3,16551,"3, 0:13:46.313629",,,,,
G3M8D4T4,19039,"4, 0:15:50.709719",,,,,
G3M8D4T5,21592,"5, 0:17:58.268612",,,,,
G3M8D4T6,24095,"6, 0:20:03.501503",,,,,
G3M8D4T7,26186,"7, 0:21:48.063837",,,,,
G3M8D4T8,29978,"8, 0:24:57.645522",,,,,
G3M8D4T9,33239,"9, 0:27:40.702676",,,,,
G3M8D4T10,39142,"10, 0:32:35.834209",,,,,
G3M8D4T11,45383,"11, 0:37:47.761688",,,,,
G3M8D4T12,47787,"12, 0:39:48.056450",,,,,
G3M8D5T1,12658,"1, 0:10:31.376066",,,,,
G3M8D5T2,15987,"2, 0:13:17.852144",,,,,
G3M8D5T3,18237,"3, 0:15:10.349864",,,,,
G3M8D5T4,24411,"4, 0:20:19.029284",,,,,
G3M8D5T5,28629,"5, 0:23:49.910624",,,,,
G3M8D5T6,34431,"6, 0:28:40.018978",,,,,
G3M8D5T7,40951,"7, 0:34:05.999783",,,,,
G3M8D5T8,43941,"8, 0:36:35.493029",,,,,
G3M9D1T1,12960,"1, 0:10:47.234437",,,,,
G3M9D1T2,16839,"2, 0:14:01.191509",,,,,
G3M9D1T3,21429,"3, 0:17:50.677716",,,,,
G3M9D1T4,31202,"4, 0:25:59.321540",,,,,
G3M9D1T5,34033,"5, 0:28:20.855591",,,,,
G3M9D1T6,35921,"6, 0:29:55.245430",,,,,
G3M9D1T7,42161,"7, 0:35:07.231549",,,,,
G3M9D1T8,45547,"8, 0:37:56.505369",,,,,
G3M9D2T1,14442,"1, 0:12:00.799472",,,,,
G3M9D2T2,17979,"2, 0:14:57.624447",,,,,
G3M9D2T3,20581,"3, 0:17:07.765967",,,,,
G3M9D2T4,28444,"4, 0:23:40.870564",,,,,
G3M9D3T1,13998,"1, 0:11:38.622375",,,,,
G3M9D3T2,18624,"2, 0:15:29.912060",,,,,
G3M9D3T3,21612,"3, 0:17:59.298857",,,,,
G3M9D3T4,23419,"4, 0:19:29.671678",,,,,
G3M9D3T5,26799,"5, 0:22:18.639618",,,,,
G3M9D3T6,31988,"6, 0:26:38.082270",,,,,
G3M9D3T7,35394,"7, 0:29:28.397903",,,,,
G3M9D3T8,43230,"8, 0:36:00.142075",,,,,
G3M9D4T1,12276,"1, 0:10:12.871491",,,,,
G3M9D4T2,15419,"2, 0:12:50.002053",,,,,
G3M9D4T3,19737,"3, 0:16:25.927246",,,,,
G3M9D4T4,23009,"4, 0:19:09.514140",,,,,
G3M9D4T5,25418,"5, 0:21:09.993713",,,,,
G3M9D4T6,28039,"6, 0:23:21.006522",,,,,
G3M9D4T7,36533,"7, 0:30:25.702947",,,,,
G3M9D4T8,39215,"8, 0:32:39.784327",,,,,
G3M9D4T9,44087,"9, 0:36:43.377437",,,,,
G3M9D4T10,47147,"10, 0:39:16.377740",,,,,
G3M9D5T1,12949,"1, 0:10:44.989350",,,,,
G3M9D5T2,16048,"2, 0:13:19.943804",,,,,
G3M9D5T3,18957,"3, 0:15:45.380461",,,,,
G3M9D5T4,21819,"4, 0:18:08.486729",,,,,
G3M9D5T5,24330,"5, 0:20:14.048244",,,,,
G3M9D5T6,27756,"6, 0:23:05.306090",,,,,
G3M9D5T7,32645,"7, 0:27:09.729940",,,,,
G3M9D5T8,36870,"8, 0:30:40.965297",,,,,
G3M9D5T9,39228,"9, 0:32:38.889104",,,,,
G3M9D5T10,42595,"10, 0:35:27.241742",,,,,
G3M9D5T11,45417,"11, 0:37:48.319078",,,,,
G4M10D1T1,13021,"1, 0:10:50.159845",,,,,
G4M10D1T2,15136,"2, 0:12:35.907506",,,,,
G4M10D1T3,17955,"3, 0:14:56.823601",,,,,
G4M10D1T4,19852,"4, 0:16:31.680759",,,,,
G4M10D1T5,22544,"5, 0:18:46.286444",,,,,
G4M10D1T6,24538,"6, 0:20:25.978200",,,,,
G4M10D1T7,27045,"7, 0:22:31.322406",,,,,
G4M10D1T8,29790,"8, 0:24:48.586016",,,,,
G4M10D1T9,32348,"9, 0:26:56.477310",,,,,
G4M10D1T10,34107,"10, 0:28:24.431367",,,,,
G4M10D1T11,36106,"11, 0:30:04.349826",,,,,
G4M10D1T12,41633,"12, 0:34:40.672266",,,,,
G4M10D1T13,44529,"13, 0:37:05.472899",,,,,
G4M10D1T14,46350,"14, 0:38:36.554226",,,,,
G4M10D2T1,12977,"1, 0:10:45.681899",,,,,
G4M10D2T2,20146,"2, 0:16:44.131215",,,,,
G4M10D2T3,24736,"3, 0:20:33.640633",,,,,
G4M10D2T4,27059,"4, 0:22:29.733066",,,,,
G4M10D2T5,31717,"5, 0:26:22.655727",,,,,
G4M10D2T6,35134,"6, 0:29:13.467602",,,,,
G4M10D2T7,39348,"7, 0:32:44.195413",,,,,
G4M10D2T8,42391,"8, 0:35:16.332517",,,,,
G4M10D2T9,46719,"9, 0:38:52.693679",,,,,
G4M10D3T1,12969,"1, 0:10:46.240657",,,,,
