trial_id,looming_start_frame,looming_start_time,bhvr1,bhvr2,bhvr3,bhvr4,bhvr5
G4M10D3T2,17382,"2, 0:14:26.905865",,,,,
G4M10D3T3,19439,"3, 0:16:09.700487",,,,,
G4M10D3T4,21941,"4, 0:18:14.831345",,,,,
G4M10D3T5,25191,"5, 0:20:57.306623",,,,,
G4M10D3T6,28058,"6, 0:23:20.680763",,,,,
G4M10D3T7,31934,"7, 0:26:34.436098",,,,,
G4M10D3T8,35724,"8, 0:29:43.967975",,,,,
G4M10D3T9,39322,"9, 0:32:43.859470",,,,,
G4M10D3T10,41953,"10, 0:34:55.391442",,,,,
G4M10D4T1,12098,"1, 0:10:04.089948",,,,,
G4M10D4T2,14663,"2, 0:12:12.344188",,,,,
G4M10D4T3,19441,"3, 0:16:11.273570",,,,,
G4M10D4T4,24507,"4, 0:20:24.551911",,,,,
G4M10D4T5,27721,"5, 0:23:05.233325",,,,,
G4M10D4T6,30524,"6, 0:25:25.364270",,,,,
G4M10D4T7,36013,"7, 0:29:59.784333",,,,,
G4M10D4T8,38473,"8, 0:32:02.816904",,,,,
G4M10D4T9,42070,"9, 0:35:02.668191",,,,,
G4M10D4T10,46050,"10, 0:38:21.656086",,,,,
G4M10D5T1,16745,"1, 0:13:56.248682",,,,,
G4M10D5T2,21763,"2, 0:18:07.117378",,,,,
G4M10D5T3,24853,"3, 0:20:41.635445",,,,,
G4M10D5T4,27609,"4, 0:22:59.425244",,,,,
G4M10D5T5,30934,"5, 0:25:45.652530",,,,,
G4M10D5T6,33707,"6, 0:28:04.290662",,,,,
G4M10D5T7,40234,"7, 0:33:30.642213",,,,,
G4M10D5T8,43020,"8, 0:35:49.908859",,,,,
G4M10D5T9,45036,"9, 0:37:30.695048",,,,,
G4M11D1T1,13079,"1, 0:10:53.027507",,,,,
G4M11D1T2,15806,"2, 0:13:09.367740",,,,,
G4M11D1T3,20239,"3, 0:16:50.979878",,,,,
G4M11D1T4,23854,"4, 0:19:51.738478",,,,,
G4M11D1T5,26105,"5, 0:21:44.273427",,,,,
G4M11D1T6,29038,"6, 0:24:10.934512",,,,,
G4M11D1T7,31538,"7, 0:26:15.906903",,,,,
G4M11D1T8,34558,"8, 0:28:46.936191",,,,,
G4M11D1T9,37486,"9, 0:31:13.319667",,,,,
G4M11D1T10,40839,"10, 0:34:00.957539",,,,,
G4M11D1T11,45193,"11, 0:37:38.658703",,,,,
G4M11D2T1,12420,"1, 0:10:17.566182",,,,,
G4M11D2T2,15104,"2, 0:12:31.798399",,,,,
G4M11D2T3,18012,"3, 0:14:57.137604",,,,,
G4M11D2T4,21281,"4, 0:17:40.598729",,,,,
G4M11D2T5,23774,"5, 0:19:45.264458",,,,,
G4M11D2T6,26835,"6, 0:22:18.280630",,,,,
G4M11D2T7,28880,"7, 0:24:00.572912",,,,,
G4M11D2T8,32021,"8, 0:26:37.625765",,,,,
G4M11D2T9,40842,"9, 0:33:58.639018",,,,,
G4M11D2T10,46054,"10, 0:38:19.233343",,,,,
G4M11D3T1,13160,"1, 0:10:56.563771",,,,,
G4M11D3T2,16542,"2, 0:13:45.662620",,,,,
G4M11D3T3,19198,"3, 0:15:58.435108",,,,,
G4M11D3T4,22911,"4, 0:19:04.108425",,,,,
G4M11D3T5,28108,"5, 0:23:23.962095",,,,,
G4M11D3T6,30679,"6, 0:25:32.483764",,,,,
G4M11D3T7,35546,"7, 0:29:35.824819",,,,,
G4M11D3T8,42401,"8, 0:35:18.571386",,,,,
G4M11D3T9,44678,"9, 0:37:12.404215",,,,,
G4M11D4T1,12728,"1, 0:10:29.501822",,,,,
G4M11D4T2,16970,"2, 0:14:01.588241",,,,,
G4M11D4T3,20894,"3, 0:17:17.774745",,,,,
G4M11D4T4,24361,"4, 0:20:11.121474",,,,,
G4M11D4T5,27758,"5, 0:23:00.957542",,,,,
G4M11D4T6,30058,"6, 0:24:55.946051",,,,,
G4M11D4T7,32344,"7, 0:26:50.229659",,,,,
G4M11D4T8,35726,"8, 0:29:39.325995",,,,,
G4M11D4T9,38879,"9, 0:32:16.993676",,,,,
G4M11D4T10,40853,"10, 0:33:55.688427",,,,,
G4M11D4T11,45150,"11, 0:37:30.536114",,,,,
G4M11D5T1,12519,"1, 0:10:24.524769",,,,,
G4M11D5T2,15438,"2, 0:12:50.498647",,,,,
G4M11D5T3,18836,"3, 0:15:40.368430",,,,,
G4M11D5T4,23469,"4, 0:19:32.007541",,,,,
G4M11D5T5,26572,"5, 0:22:07.143255",,,,,
G4M11D5T6,29187,"6, 0:24:17.881937",,,,,
G4M11D5T7,33048,"7, 0:27:30.937587",,,,,
G4M11D5T8,36235,"8, 0:30:10.301966",,,,,
G4M11D5T9,39338,"9, 0:32:45.453955",,,,,
G4M11D5T10,43312,"10, 0:36:04.114323",,,,,
G4M11D5T11,45963,"11, 0:38:16.669191",,,,,
G4M1D1T1,12118,T00:10:04.168,,,,,
G4M1D1T2,14665,T00:12:11.155,,,,,
G4M1D1T3,17090,T00:14:12.108,,,,,
G4M1D1T4,19896,T00:16:32.007,,,,,
G4M1D1T5,22246,T00:18:29.171,,,,,
G4M1D1T6,24987,T00:20:45.780,,,,,
G4M1D1T7,26603,T00:22:06.349,,,,,
G4M1D1T8,29875,T00:24:49.482,,,,,
G4M1D1T9,32810,T00:27:15.812,,,,,
G4M1D1T10,35233,T00:29:16.616,,,,,
G4M1D1T11,40947,T00:34:01.500,,,,,
G4M1D1T12,42825,T00:35:35.132,,,,,
G4M1D1T13,44860,T00:37:16.591,,,,,
G4M1D1T14,47560,T00:39:31.205,,,,,
G4M1D2T1,15235,"1, 0:12:32.446820",,,,,
G4M1D2T2,18013,"2, 0:14:51.330874",,,,,
G4M1D2T3,22828,"3, 0:18:52.087106",,,,,
G4M1D2T4,26426,"4, 0:21:51.996921",,,,,
G4M1D2T5,40309,"5, 0:33:26.084381",,,,,
G4M1D3T1,12029,"1, 0:10:00.073861",,,,,
G4M1D3T2,15257,"2, 0:12:41.478269",,,,,
G4M1D3T3,18519,"3, 0:15:24.547478",,,,,
G4M1D3T4,21942,"4, 0:18:15.702128",,,,,
G4M1D3T5,23705,"5, 0:19:43.862391",,,,,
G4M1D3T6,26016,"6, 0:21:39.395722",,,,,
G4M1D3T7,27792,"7, 0:23:08.193410",,,,,
G4M1D3T8,31899,"8, 0:26:33.541958",,,,,
G4M1D3T9,34281,"9, 0:28:32.636989",,,,,
G4M1D3T10,40003,"10, 0:33:18.723678",,,,,
G4M1D3T11,44351,"11, 0:36:56.117831",,,,,
G4M1D3T12,46988,"12, 0:39:07.960641",,,,,
G4M1D4T1,14671,"1, 0:12:11.298888",,,,,
G4M1D5T1,12181,"1, 0:10:06.103661",,,,,
G4M1D5T2,14277,"2, 0:11:50.897031",,,,,
G4M1D5T3,17591,"3, 0:14:36.566130",,,,,
G4M1D5T4,20604,"4, 0:17:07.273246",,,,,
G4M1D5T5,35651,"5, 0:29:39.555520",,,,,
G4M1D5T6,40160,"6, 0:33:24.981437",,,,,
G4M1D5T7,44494,"7, 0:37:01.684059",,,,,
G4M2D1T1,13322,"1, 0:11:05.105853",,,,,
G4M2D1T2,16865,"2, 0:14:02.245509",,,,,
G4M2D1T3,24444,"3, 0:20:21.163750",,,,,
G4M2D1T4,33584,"4, 0:27:58.158738",,,,,
G4M2D1T5,36773,"5, 0:30:37.582898",,,,,
G4M2D1T6,46900,"6, 0:39:03.915302",,,,,
G4M2D2T1,13122,"1, 0:10:55.117267",,,,,
G4M2D2T2,18400,"2, 0:15:18.997338",,,,,
G4M2D2T3,20639,"3, 0:17:10.933018",,,,,
G4M2D2T4,24472,"4, 0:20:22.572970",,,,,
G4M2D2T5,27287,"5, 0:22:43.346202",,,,,
G4M2D2T6,30357,"6, 0:25:16.812318",,,,,
G4M2D2T7,38744,"7, 0:32:16.167681",,,,,
G4M2D2T8,44256,"8, 0:36:51.733857",,,,,
G4M2D3T1,12880,"1, 0:10:42.795114",,,,,
G4M2D3T2,15620,"2, 0:12:59.782488",,,,,
G4M2D3T3,18031,"3, 0:15:00.352377",,,,,
G4M2D3T4,23946,"4, 0:19:56.091247",,,,,
G4M2D3T5,27893,"5, 0:23:13.398613",,,,,
G4M2D3T6,30766,"6, 0:25:37.052264",,,,,
G4M2D3T7,35052,"7, 0:29:11.334644",,,,,
G4M2D3T8,39204,"8, 0:32:38.930161",,,,,
G4M2D3T9,41443,"9, 0:34:30.881327",,,,,
G4M2D4T1,13923,"1, 0:11:34.764584",,,,,
G4M2D4T2,16454,"2, 0:13:41.346042",,,,,
G4M2D4T3,20447,"3, 0:17:00.965030",,,,,
G4M2D4T4,24459,"4, 0:20:21.580684",,,,,
G4M2D4T5,30381,"5, 0:25:17.662731",,,,,
G4M2D4T6,32194,"6, 0:26:48.298049",,,,,
G4M2D4T7,35273,"7, 0:29:22.247006",,,,,
G4M2D4T8,40413,"8, 0:33:39.262406",,,,,
G4M2D4T9,44404,"9, 0:36:58.747858",,,,,
G4M2D4T10,46803,"10, 0:38:58.713182",,,,,
G4M2D5T1,18017,"1, 0:14:58.136761",,,,,
G4M2D5T2,21908,"2, 0:18:12.698538",,,,,
G4M2D5T3,23789,"3, 0:19:46.742519",,,,,
G4M2D5T4,31721,"4, 0:26:23.335687",,,,,
G4M2D5T5,33923,"5, 0:28:13.379778",,,,,
G4M2D5T6,42109,"6, 0:35:02.697325",,,,,
G4M2D5T7,47352,"7, 0:39:24.810613",,,,,
G4M3D1T1,12963,"1, 0:10:47.021231",,,,,
G4M3D1T2,15457,"2, 0:12:51.711181",,,,,
G4M3D1T3,17960,"3, 0:14:56.855674",,,,,
G4M3D1T4,25101,"4, 0:20:53.876221",,,,,
G4M3D1T5,28276,"5, 0:23:32.613785",,,,,
G4M3D1T6,30615,"6, 0:25:29.563615",,,,,
G4M3D1T7,34385,"7, 0:28:38.069201",,,,,
G4M3D1T8,37518,"8, 0:31:14.679173",,,,,
G4M3D1T9,46706,"9, 0:38:54.083024",,,,,
G4M3D2T1,14800,"1, 0:12:19.028619",,,,,
G4M3D2T2,17773,"2, 0:14:47.681414",,,,,
G4M3D2T3,20791,"3, 0:17:18.567845",,,,,
G4M3D2T4,30328,"4, 0:25:15.389399",,,,,
G4M3D2T5,33356,"5, 0:27:46.788425",,,,,
G4M3D2T6,38330,"6, 0:31:55.505574",,,,,
G4M3D2T7,41890,"7, 0:34:53.483760",,,,,
G4M3D3T1,14320,"1, 0:11:54.842451",,,,,
G4M3D3T2,18127,"2, 0:15:05.167638",,,,,
G4M3D3T3,21067,"3, 0:17:32.168757",,,,,
G4M3D3T4,24156,"4, 0:20:06.595452",,,,,
G4M3D3T5,27462,"5, 0:22:51.896440",,,,,
G4M3D3T6,30493,"6, 0:25:23.428847",,,,,
G4M3D3T7,32488,"7, 0:27:03.165930",,,,,
G4M3D3T8,39638,"8, 0:33:00.672979",,,,,
G4M3D3T9,44121,"9, 0:36:44.811867",,,,,
G4M3D3T10,47039,"10, 0:39:10.692360",,,,,
G4M3D4T1,12515,"1, 0:10:24.521761",,,,,
G4M3D4T2,20581,"2, 0:17:07.805526",,,,,
G4M3D4T3,32057,"3, 0:26:41.557360",,,,,
G4M3D4T4,34566,"4, 0:28:47.021372",,,,,
G4M3D4T5,37017,"5, 0:30:49.556542",,,,,
G4M3D5T1,12366,"1, 0:10:17.302260",,,,,
G4M3D5T2,13957,"2, 0:11:36.815569",,,,,
G4M3D5T3,16815,"3, 0:13:59.755404",,,,,
G4M3D5T4,19870,"4, 0:16:32.465016",,,,,
G4M3D5T5,29438,"5, 0:24:30.840285",,,,,
G4M3D5T6,32548,"6, 0:27:06.369087",,,,,
G4M3D5T7,35696,"7, 0:29:43.719915",,,,,
G4M3D5T8,38736,"8, 0:32:15.758838",,,,,
G4M3D5T9,41601,"9, 0:34:38.992895",,,,,
G4M3D5T10,44060,"10, 0:36:41.945913",,,,,
G4M3D5T11,46724,"11, 0:38:55.098849",,,,,
G4M4D1T1,12753,"1, 0:10:37.246291",,,,,
G4M4D1T2,18035,"2, 0:15:01.367253",,,,,
G4M4D1T3,21031,"3, 0:17:31.168755",,,,,
G4M4D1T4,23388,"4, 0:19:28.990070",,,,,
G4M4D1T5,26218,"5, 0:21:50.455127",,,,,
G4M4D1T6,32307,"6, 0:26:54.912340",,,,,
G4M4D1T7,35762,"7, 0:29:47.640221",,,,,
G4M4D1T8,39706,"8, 0:33:04.877553",,,,,
G4M4D1T9,45207,"9, 0:37:39.882374",,,,,
G4M4D2T1,12234,"1, 0:10:10.669245",,,,,
G4M4D2T2,16250,"2, 0:13:31.462202",,,,,
G4M4D2T3,22545,"3, 0:18:46.215518",,,,,
G4M4D2T4,25795,"4, 0:21:28.716383",,,,,
G4M4D2T5,28041,"5, 0:23:20.962583",,,,,
G4M4D2T6,32473,"6, 0:27:02.565423",,,,,
G4M4D2T7,35112,"7, 0:29:14.497309",,,,,
G4M4D2T8,38052,"8, 0:31:41.518784",,,,,
G4M4D2T9,42198,"9, 0:35:08.793683",,,,,
G4M4D3T1,14723,"1, 0:12:15.053244",,,,,
G4M4D3T2,17333,"2, 0:14:25.528812",,,,,
G4M4D3T3,20308,"3, 0:16:54.270205",,,,,
G4M4D3T4,23377,"4, 0:19:27.723561",,,,,
G4M4D3T5,31327,"5, 0:26:05.170837",,,,,
G4M4D3T6,37689,"6, 0:31:23.280546",,,,,
G4M4D3T7,40175,"7, 0:33:27.611487",,,,,
G4M4D3T8,44254,"8, 0:36:51.513817",,,,,
G4M4D4T1,13988,"1, 0:11:38.166006",,,,,
G4M4D4T2,17594,"2, 0:14:38.467128",,,,,
G4M4D4T3,20738,"3, 0:17:15.616453",,,,,
G4M4D4T4,29091,"4, 0:24:13.266342",,,,,
G4M4D4T5,32533,"5, 0:27:05.349697",,,,,
G4M4D4T6,36566,"6, 0:30:26.998988",,,,,
G4M4D4T7,45449,"7, 0:37:51.116683",,,,,
G4M4D5T1,16544,"1, 0:13:44.781472",,,,,
G4M4D5T2,25077,"2, 0:20:51.431767",,,,,
G4M4D5T3,32253,"3, 0:26:50.190718",,,,,
G4M4D5T4,34130,"4, 0:28:24.020196",,,,,
G4M4D5T5,41868,"5, 0:34:50.902385",,,,,
G4M4D5T6,45971,"6, 0:38:16.040879",,,,,
G4M5D1T1,13577,"1, 0:11:17.645168",,,,,
G4M5D1T2,16325,"2, 0:13:35.027536",,,,,
G4M5D1T3,20267,"3, 0:16:52.125490",,,,,
G4M5D1T4,24870,"4, 0:20:42.260081",,,,,
G4M5D1T5,34303,"5, 0:28:33.892734",,,,,
G4M5D1T6,37773,"6, 0:31:27.393203",,,,,
G4M5D1T7,41398,"7, 0:34:28.608299",,,,,
G4M5D1T8,43988,"8, 0:36:38.108382",,,,,
G4M5D1T9,46110,"9, 0:38:24.208930",,,,,
G4M5D2T1,15346,"1, 0:12:43.706262",,,,,
G4M5D2T2,17988,"2, 0:14:55.821806",,,,,
G4M5D2T3,20260,"3, 0:16:49.407020",,,,,
G4M5D2T4,22717,"4, 0:18:52.272992",,,,,
G4M5D2T5,32491,"5, 0:27:00.938321",,,,,
G4M5D2T6,35341,"6, 0:29:23.454928",,,,,
G4M5D2T7,38479,"7, 0:32:00.321333",,,,,
G4M5D2T8,43432,"8, 0:36:07.987549",,,,,
G4M5D2T9,45440,"9, 0:37:48.370251",,,,,
G4M5D3T1,12133,"1, 0:10:04.749499",,,,,
G4M5D3T2,14389,"2, 0:11:57.531700",,,,,
G4M5D4T1,12587,"1, 0:10:28.224922",,,,,
G4M5D4T2,15394,"2, 0:12:48.541073",,,,,
G4M5D4T3,24807,"3, 0:20:39.167310",,,,,
G4M5D5T1,19417,"1, 0:16:09.892441",,,,,
G4M5D5T2,21823,"2, 0:18:10.173424",,,,,
G4M5D5T3,33707,"3, 0:28:04.332853",,,,,
G4M5D5T4,39947,"4, 0:33:16.322423",,,,,
G4M6D1T1,12714,"1, 0:10:34.403006",,,,,
G4M6D1T2,16830,"2, 0:14:00.219879",,,,,
G4M6D1T3,23218,"3, 0:19:19.618809",,,,,
G4M6D1T4,30391,"4, 0:25:18.201931",,,,,
G4M6D1T5,36213,"5, 0:30:09.319633",,,,,
G4M6D1T6,38343,"6, 0:31:55.784670",,,,,
G4M6D1T7,41434,"7, 0:34:30.318698",,,,,
G4M6D1T8,46620,"8, 0:38:49.651315",,,,,
G4M6D2T1,13111,"1, 0:10:53.577663",,,,,
G4M6D2T2,17886,"2, 0:14:52.310080",,,,,
G4M6D2T3,24657,"3, 0:20:30.842739",,,,,
G4M6D2T4,44179,"4, 0:36:46.925779",,,,,
G4M6D3,,,,,,,
G4M6D4T1,12040,"1, 0:10:00.191199",,,,,
G4M6D4T2,17383,"2, 0:14:27.366194",,,,,
G4M6D5T1,12282,"1, 0:10:12.890746",,,,,
G4M6D5T2,14058,"2, 0:11:41.673980",,,,,
G4M6D5T3,24395,"3, 0:20:18.493474",,,,,
G4M6D5T4,26382,"4, 0:21:57.866287",,,,,
G4M6D5T5,30303,"5, 0:25:13.931215",,,,,
G4M6D5T6,33237,"6, 0:27:40.565893",,,,,
G4M6D5T7,38110,"7, 0:31:44.221852",,,,,
G4M6D5T8,40412,"8, 0:33:39.311576",,,,,
G4M6D5T9,45334,"9, 0:37:45.400300",,,,,
G4M7D1T1,12831,"1, 0:10:39.730374",,,,,
G4M7D1T2,16383,"2, 0:13:37.297377",,,,,
G4M7D1T3,18996,"3, 0:15:47.961731",,,,,
G4M7D1T4,24359,"4, 0:20:16.064393",,,,,
G4M7D1T5,26871,"5, 0:22:21.646297",,,,,
G4M7D1T6,33531,"6, 0:27:54.698755",,,,,
G4M7D1T7,37331,"7, 0:31:04.664134",,,,,
G4M7D1T8,40426,"8, 0:33:39.385422",,,,,
G4M7D1T9,42904,"9, 0:35:43.309062",,,,,
G4M7D1T10,44996,"10, 0:37:27.870423",,,,,
G4M7D2T1,14906,"1, 0:12:22.874229",,,,,
G4M7D2T2,17563,"2, 0:14:35.677425",,,,,
G4M7D2T3,20298,"3, 0:16:52.446800",,,,,
G4M7D2T4,27658,"4, 0:23:00.397322",,,,,
G4M7D2T5,31258,"5, 0:26:00.430112",,,,,
G4M7D2T6,33678,"6, 0:28:01.426531",,,,,
G4M7D2T7,39451,"7, 0:32:50.024338",,,,,
G4M7D2T8,45785,"8, 0:38:06.730612",,,,,
G4M7D3T1,12967,"1, 0:10:37.520221",,,,,
G4M7D3T2,15956,"2, 0:13:06.945125",,,,,
G4M7D3T3,23809,"3, 0:19:39.574482",,,,,
G4M7D3T4,27016,"4, 0:22:19.935020",,,,,
G4M7D3T5,30076,"5, 0:24:52.932609",,,,,
G4M7D3T6,33045,"6, 0:27:21.365669",,,,,
G4M7D3T7,36437,"7, 0:30:10.957391",,,,,
G4M7D3T8,40304,"8, 0:33:24.292150",,,,,
G4M7D3T9,44224,"9, 0:36:40.280427",,,,,
G4M7D4T1,13491,"1, 0:11:12.757513",,,,,
G4M7D4T2,15527,"2, 0:12:54.527416",,,,,
G4M7D4T3,18784,"3, 0:15:37.360926",,,,,
G4M7D4T4,22011,"4, 0:18:18.705215",,,,,
G4M7D4T5,25779,"5, 0:21:27.066732",,,,,
G4M7D4T6,28481,"6, 0:23:42.202121",,,,,
G4M7D4T7,33982,"7, 0:28:17.242240",,,,,
G4M7D4T8,41608,"8, 0:34:38.512280",,,,,
G4M7D4T9,44504,"9, 0:37:03.329702",,,,,
G4M7D5T1,12110,"1, 0:10:04.427034",,,,,
G4M7D5T2,14954,"2, 0:12:26.617468",,,,,
G4M7D5T3,16900,"3, 0:14:03.926035",,,,,
G4M7D5T4,19936,"4, 0:16:35.763701",,,,,
G4M7D5T5,21546,"5, 0:17:56.208329",,,,,
G4M7D5T6,26587,"6, 0:22:08.287998",,,,,
G4M7D5T7,29734,"7, 0:24:45.580723",,,,,
G4M7D5T8,34568,"8, 0:28:47.274496",,,,,
G4M7D5T9,38164,"9, 0:31:47.095516",,,,,
G4M7D5T10,41578,"10, 0:34:37.802585",,,,,
G4M7D5T11,44343,"11, 0:36:56.027465",,,,,
G4M8D1T1,12536,"1, 0:10:25.716191",,,,,
G4M8D1T2,14293,"2, 0:11:53.639648",,,,,
G4M8D1T3,16368,"3, 0:13:37.355762",,,,,
G4M8D1T4,18315,"4, 0:15:14.688133",,,,,
G4M8D1T5,21356,"5, 0:17:46.740900",,,,,
G4M8D1T6,24348,"6, 0:20:16.313659",,,,,
G4M8D1T7,28884,"7, 0:24:03.086058",,,,,
G4M8D1T8,30794,"8, 0:25:38.622503",,,,,
G4M8D1T9,32424,"9, 0:27:00.115826",,,,,
G4M8D1T10,34480,"10, 0:28:42.882563",,,,,
G4M8D1T11,36813,"11, 0:30:39.544985",,,,,
G4M8D1T12,40652,"12, 0:33:51.507714",,,,,
G4M8D1T13,43315,"13, 0:36:04.647128",,,,,
G4M8D1T14,46911,"14, 0:39:04.421597",,,,,
G4M8D2T1,12565,"1, 0:10:24.907019",,,,,
G4M8D2T2,16918,"2, 0:14:02.614531",,,,,
G4M8D2T3,20259,"3, 0:16:49.600178",,,,,
G4M8D2T4,22771,"4, 0:18:55.231348",,,,,
G4M8D2T5,29799,"5, 0:24:46.631928",,,,,
G4M8D2T6,36041,"6, 0:29:58.694084",,,,,
G4M8D2T7,40829,"7, 0:33:58.086660",,,,,
G4M8D2T8,44584,"8, 0:37:05.813029",,,,,
G4M8D3T1,12124,"1, 0:10:04.473063",,,,,
G4M8D3T2,14550,"2, 0:12:05.724170",,,,,
G4M8D3T3,20688,"3, 0:17:12.623747",,,,,
G4M8D3T4,23185,"4, 0:19:17.480277",,,,,
G4M8D3T5,25930,"5, 0:21:34.761792",,,,,
G4M8D3T6,34486,"6, 0:28:42.543631",,,,,
G4M8D3T7,41920,"7, 0:34:54.207361",,,,,
G4M8D4T1,14383,"1, 0:11:57.591022",,,,,
G4M8D4T2,16783,"2, 0:13:57.575946",,,,,
G4M8D4T3,21839,"3, 0:18:10.361221",,,,,
G4M8D4T4,26746,"4, 0:22:15.720262",,,,,
G4M8D4T5,29453,"5, 0:24:31.090572",,,,,
G4M8D4T6,34999,"6, 0:29:08.352935",,,,,
G4M8D4T7,40851,"7, 0:34:00.962134",,,,,
G4M8D5T1,14850,"1, 0:12:24.844644",,,,,
G4M8D5T2,19233,"2, 0:16:03.991468",,,,,
G4M8D5T3,23316,"3, 0:19:28.128325",,,,,
G4M8D5T4,26782,"4, 0:22:21.414359",,,,,
G4M8D5T5,33450,"5, 0:27:54.841734",,,,,
G4M8D5T6,37123,"6, 0:30:58.451494",,,,,
G4M8D5T7,39503,"7, 0:32:57.444097",,,,,
G4M8D5T8,44878,"8, 0:37:26.198152",,,,,
G4M9D1T1,12320,"1, 0:10:14.767000",,,,,
G4M9D1T2,14567,"2, 0:12:07.066908",,,,,
G4M9D1T3,19743,"3, 0:16:25.851598",,,,,
G4M9D1T4,22866,"4, 0:19:02.010561",,,,,
G4M9D1T5,26101,"5, 0:21:43.764995",,,,,
G4M9D1T6,28383,"6, 0:23:37.844167",,,,,
G4M9D1T7,31465,"7, 0:26:11.930796",,,,,
G4M9D1T8,34855,"8, 0:29:01.395862",,,,,
G4M9D1T9,39065,"9, 0:32:31.923187",,,,,
G4M9D1T10,41606,"10, 0:34:38.952953",,,,,
G4M9D1T11,44310,"11, 0:36:54.136226",,,,,
G4M9D1T12,47498,"12, 0:39:33.573286",,,,,
G4M9D2T1,12085,"1, 0:10:01.815162",,,,,
G4M9D2T2,16295,"2, 0:13:32.329723",,,,,
G4M9D2T3,19573,"3, 0:16:16.225590",,,,,
G4M9D2T4,25291,"4, 0:21:02.067452",,,,,
G4M9D2T5,29133,"5, 0:24:14.182040",,,,,
G4M9D2T6,31239,"6, 0:25:59.470665",,,,,
G4M9D2T7,34152,"7, 0:28:25.107244",,,,,
G4M9D2T8,37448,"8, 0:31:09.918733",,,,,
G4M9D2T9,39170,"9, 0:32:36.009707",,,,,
G4M9D2T10,43651,"10, 0:36:20.040380",,,,,
G4M9D2T11,46823,"11, 0:38:58.642763",,,,,
G4M9D3T1,12740,"1, 0:10:35.796558",,,,,
G4M9D3T2,17215,"2, 0:14:19.562487",,,,,
G4M9D3T3,19961,"3, 0:16:36.842305",,,,,
G4M9D3T4,22450,"4, 0:18:41.284353",,,,,
G4M9D3T5,27509,"5, 0:22:54.244857",,,,,
G4M9D3T6,31742,"6, 0:26:25.840132",,,,,
G4M9D4T1,14040,"1, 0:11:39.826383",,,,,
G4M9D4T2,17030,"2, 0:14:09.274557",,,,,
G4M9D4T3,19725,"3, 0:16:24.052074",,,,,
G4M9D4T4,23104,"4, 0:19:12.966049",,,,,
G4M9D4T5,30693,"5, 0:25:32.424272",,,,,
G4M9D4T6,33413,"6, 0:27:48.401449",,,,,
G4M9D4T7,35798,"7, 0:29:47.670334",,,,,
G4M9D4T8,40016,"8, 0:33:18.528193",,,,,
G4M9D4T9,43316,"9, 0:36:03.547240",,,,,
G4M9D5T1,12292,"1, 0:10:13.201256",,,,,
G4M9D5T2,15332,"2, 0:12:45.218891",,,,,
G4M9D5T3,18303,"3, 0:15:13.727846",,,,,
G4M9D5T4,22642,"4, 0:18:50.673410",,,,,
G4M9D5T5,26243,"5, 0:21:50.734792",,,,,
G4M9D5T6,33814,"6, 0:28:09.279944",,,,,
G4M9D5T7,38505,"7, 0:32:03.820819",,,,,
G5M1D1T1,12014,"1, 0:10:00.094578",,,,,
G5M1D1T2,16231,"2, 0:13:30.950092",,,,,
G5M1D1T3,23385,"3, 0:19:28.641707",,,,,
G5M1D1T4,35128,"4, 0:29:15.764536",,,,,
G5M1D1T5,37948,"5, 0:31:36.730312",,,,,
G5M1D1T6,41908,"6, 0:34:54.739518",,,,,
G5M1D1T7,44789,"7, 0:37:18.773963",,,,,
G5M1D2T1,12969,"1, 0:10:47.389477",,,,,
G5M1D2T2,18438,"2, 0:15:20.842226",,,,,
G5M1D2T3,26519,"3, 0:22:04.900710",,,,,
G5M1D2T4,35036,"4, 0:29:10.701086",,,,,
G5M1D2T5,42194,"5, 0:35:08.582840",,,,,
G5M1D3,,,,,,,
G5M1D4T1,17449,"1, 0:14:31.146990",,,,,
G5M1D4T2,34440,"2, 0:28:40.667735",,,,,
G5M1D4T3,45267,"3, 0:37:41.977477",,,,,
G5M1D5T1,22528,"1, 0:18:45.302032",,,,,
G5M1D5T2,27117,"2, 0:22:34.712138",,,,,
G5M1D5T3,41131,"3, 0:34:15.372151",,,,,
G5M2D1T1,18479,"1, 0:15:22.496398",,,,,
G5M2D1T2,21094,"2, 0:17:33.252861",,,,,
G5M2D1T3,25344,"3, 0:21:05.697889",,,,,
G5M2D1T4,29185,"4, 0:24:17.773263",,,,,
G5M2D1T5,33534,"5, 0:27:55.194512",,,,,
G5M2D2T1,12770,"1, 0:10:37.387456",,,,,
G5M2D2T2,16213,"2, 0:13:29.551858",,,,,
G5M2D2T3,20357,"3, 0:16:56.746261",,,,,
G5M2D2T4,27369,"4, 0:22:47.320788",,,,,
G5M2D3T1,12066,"1, 0:10:02.225862",,,,,
G5M2D3T2,14499,"2, 0:12:03.879895",,,,,
G5M2D4T1,20954,"1, 0:17:26.450650",,,,,
G5M2D4T2,22536,"2, 0:18:45.566756",,,,,
G5M2D5T1,13114,"1, 0:10:54.499060",,,,,
G5M2D5T2,16006,"2, 0:13:19.086107",,,,,
G5M2D5T3,21199,"3, 0:17:38.698864",,,,,
G5M2D5T4,37066,"4, 0:30:52.040122",,,,,
G5M2D5T5,40759,"5, 0:33:56.663325",,,,,
G5M3D1T1,12915,"1, 0:10:44.606061",,,,,
G5M3D1T2,15078,"2, 0:12:32.731445",,,,,
G5M3D1T3,19553,"3, 0:16:16.458440",,,,,
